"","CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
"1234",1234,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,222,243,20,835,NA,114,NA,9,384,1200,NA,326,2,156,6,1347,3,3,104,224,NA,0,0.043,0.047,0.004,0.161,NA,0.022,NA,0.002,0.074,0.231,NA,0.063,0,0.03,0.001,0.259,0.001,0.001,0.02,0.043,NA
"1235",1235,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,NA,186,546,1,67,1,2,14,378,7,204,6,4,11,3087,6,56,6,396,NA,0,0.001,NA,0.037,0.11,0,0.013,0,0,0.003,0.076,0.001,0.041,0.001,0.001,0.002,0.619,0.001,0.011,0.001,0.079,NA
"1236",1236,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,11,3,114,13,262,NA,8,NA,18,7,478,NA,27,1,61,16,1036,5,10,1,170,NA,0.005,0.001,0.051,0.006,0.117,NA,0.004,NA,0.008,0.003,0.213,NA,0.012,0,0.027,0.007,0.462,0.002,0.004,0,0.076,NA
"1237",1237,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,NA,230,348,2,42,1,11,11,231,1,7,3,2,21,726,32,94,9,107,1,0.011,0.001,NA,0.121,0.183,0.001,0.022,0.001,0.006,0.006,0.122,0.001,0.004,0.002,0.001,0.011,0.382,0.017,0.049,0.005,0.056,0.001
"1238",1238,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,78,5,20,73,1,NA,1,6,2,77,NA,158,1,12,4,680,2,46,3,376,NA,NA,0.05,0.003,0.013,0.047,0.001,NA,0.001,0.004,0.001,0.05,NA,0.102,0.001,0.008,0.003,0.44,0.001,0.03,0.002,0.243,NA
"1239",1239,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,NA,12,347,1,3,NA,3,13,801,NA,24,3,1,17,1267,10,13,2,318,NA,NA,0,NA,0.004,0.122,0,0.001,NA,0.001,0.005,0.282,NA,0.008,0.001,0,0.006,0.447,0.004,0.005,0.001,0.112,NA
"1240",1240,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,20,NA,3,8,96,NA,20,NA,33,12,610,NA,17,4,11,4,795,12,9,31,258,NA,0.01,NA,0.002,0.004,0.049,NA,0.01,NA,0.017,0.006,0.314,NA,0.009,0.002,0.006,0.002,0.409,0.006,0.005,0.016,0.133,NA
"1241",1241,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10,205,2,32,805,1,136,NA,5,5,141,NA,103,4,9,2,1469,21,16,3,228,NA,0.003,0.064,0.001,0.01,0.252,0,0.043,NA,0.002,0.002,0.044,NA,0.032,0.001,0.003,0.001,0.459,0.007,0.005,0.001,0.071,NA
"1242",1242,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,15,79,900,NA,10,4,5,38,890,1,142,1,24,27,1517,6,14,11,275,2,0.003,0,0.004,0.02,0.227,NA,0.003,0.001,0.001,0.01,0.224,0,0.036,0,0.006,0.007,0.382,0.002,0.004,0.003,0.069,0.001
"1243",1243,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,344,110,25,48,12,12,4,1,27,251,NA,60,11,284,6,1141,12,14,3,101,2,0,0.139,0.045,0.01,0.019,0.005,0.005,0.002,0,0.011,0.102,NA,0.024,0.004,0.115,0.002,0.462,0.005,0.006,0.001,0.041,0.001
"1244",1244,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,38,1,NA,124,NA,1,NA,3,6,94,1,67,NA,2,NA,535,6,5,4,122,NA,0.001,0.038,0.001,NA,0.123,NA,0.001,NA,0.003,0.006,0.093,0.001,0.066,NA,0.002,NA,0.53,0.006,0.005,0.004,0.121,NA
"1245",1245,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,13,1,2,28,728,NA,21,6,5,13,1005,NA,38,6,14,2,2159,14,NA,4,963,2,0.003,0,0,0.006,0.145,NA,0.004,0.001,0.001,0.003,0.2,NA,0.008,0.001,0.003,0,0.43,0.003,NA,0.001,0.192,0
"1246",1246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,1550,1,262,1517,3,36,2,40,28,519,61,156,60,11,45,4449,21,120,5,1086,NA,0.002,0.155,0,0.026,0.152,0,0.004,0,0.004,0.003,0.052,0.006,0.016,0.006,0.001,0.005,0.445,0.002,0.012,0.001,0.109,NA
"1247",1247,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,7,1,59,74,NA,8,3,2,7,237,1,93,11,3,1,984,6,7,1,414,NA,NA,0.004,0.001,0.031,0.039,NA,0.004,0.002,0.001,0.004,0.124,0.001,0.048,0.006,0.002,0.001,0.513,0.003,0.004,0.001,0.216,NA
"1248",1248,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,9,69,506,1621,6,44,NA,52,39,1758,5,90,74,24,2,3508,35,32,1,522,NA,0,0.001,0.008,0.06,0.193,0.001,0.005,NA,0.006,0.005,0.209,0.001,0.011,0.009,0.003,0,0.418,0.004,0.004,0,0.062,NA
"1249",1249,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,43,1,20,337,NA,80,16,3,22,160,3,79,9,7,3,955,7,29,9,262,NA,0.002,0.021,0,0.01,0.164,NA,0.039,0.008,0.001,0.011,0.078,0.001,0.039,0.004,0.003,0.001,0.466,0.003,0.014,0.004,0.128,NA
"1250",1250,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,45,25,288,NA,112,NA,13,35,1968,NA,41,8,55,72,1892,266,10,28,460,1,0,0,0.008,0.005,0.054,NA,0.021,NA,0.002,0.007,0.37,NA,0.008,0.002,0.01,0.014,0.356,0.05,0.002,0.005,0.086,0
"1251",1251,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,NA,60,1,14,15,NA,6,NA,NA,1,12,NA,1,NA,29,1,524,1,3,NA,58,NA,NA,0.083,0.001,0.019,0.021,NA,0.008,NA,NA,0.001,0.017,NA,0.001,NA,0.04,0.001,0.722,0.001,0.004,NA,0.08,NA
"1252",1252,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,1,377,13,NA,3,NA,1,NA,91,NA,3,2,3,29,248,8,20,8,24,NA,NA,0.001,0.001,0.453,0.016,NA,0.004,NA,0.001,NA,0.109,NA,0.004,0.002,0.004,0.035,0.298,0.01,0.024,0.01,0.029,NA
"1253",1253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,6,94,407,3,21,4,3,37,701,1,120,169,75,5,1901,10,28,9,358,5,0.001,0.003,0.002,0.024,0.103,0.001,0.005,0.001,0.001,0.009,0.177,0,0.03,0.043,0.019,0.001,0.479,0.003,0.007,0.002,0.09,0.001
"1254",1254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,9,21,522,1,144,4,10,79,1412,1,109,7,12,20,2476,41,2,10,1139,5,0.001,0.001,0.001,0.003,0.086,0,0.024,0.001,0.002,0.013,0.234,0,0.018,0.001,0.002,0.003,0.41,0.007,0,0.002,0.189,0.001
"1255",1255,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,NA,1,2,51,106,1,12,3,1,19,380,NA,13,NA,3,9,669,6,14,3,138,1,NA,0.001,0.001,0.036,0.074,0.001,0.008,0.002,0.001,0.013,0.265,NA,0.009,NA,0.002,0.006,0.467,0.004,0.01,0.002,0.096,0.001
"1256",1256,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,8,3,72,528,1,3,2,NA,4,326,4,63,2,10,6,968,10,24,9,187,NA,0,0.004,0.001,0.032,0.237,0,0.001,0.001,NA,0.002,0.146,0.002,0.028,0.001,0.004,0.003,0.434,0.004,0.011,0.004,0.084,NA
"1257",1257,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,2,6,416,371,NA,305,5,76,9,664,NA,34,1,NA,13,2087,41,28,24,437,NA,0,0,0.001,0.092,0.082,NA,0.067,0.001,0.017,0.002,0.147,NA,0.008,0,NA,0.003,0.462,0.009,0.006,0.005,0.097,NA
"1258",1258,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,96,NA,37,72,NA,11,1,7,5,553,NA,14,8,2,1,858,11,4,3,293,4,NA,0.048,NA,0.019,0.036,NA,0.006,0.001,0.004,0.003,0.279,NA,0.007,0.004,0.001,0.001,0.433,0.006,0.002,0.002,0.148,0.002
"1259",1259,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,946,132,NA,NA,NA,6,NA,53,NA,1,NA,NA,NA,866,5,9,2,13,NA,NA,NA,NA,0.465,0.065,NA,NA,NA,0.003,NA,0.026,NA,0,NA,NA,NA,0.426,0.002,0.004,0.001,0.006,NA
"1260",1260,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,5,646,435,NA,70,2,8,1,150,NA,22,NA,6,1,1341,2,30,2,268,8,0,0.001,0.002,0.215,0.145,NA,0.023,0.001,0.003,0,0.05,NA,0.007,NA,0.002,0,0.447,0.001,0.01,0.001,0.089,0.003
"1261",1261,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,2072,3,117,661,148,27,14,16,40,1007,NA,455,12,10,10,4053,17,21,24,297,1,0,0.23,0,0.013,0.073,0.016,0.003,0.002,0.002,0.004,0.112,NA,0.051,0.001,0.001,0.001,0.45,0.002,0.002,0.003,0.033,0
"1262",1262,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,38,1,4,156,179,NA,89,NA,56,44,1876,1,31,134,14,31,2623,18,26,17,507,NA,0.007,0,0.001,0.027,0.031,NA,0.015,NA,0.01,0.008,0.321,0,0.005,0.023,0.002,0.005,0.449,0.003,0.004,0.003,0.087,NA
"1263",1263,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,273,1015,NA,10,113,99,14,880,57,94,65,5,70,4595,15,69,20,1477,6,NA,0,NA,0.031,0.114,NA,0.001,0.013,0.011,0.002,0.099,0.006,0.011,0.007,0.001,0.008,0.518,0.002,0.008,0.002,0.166,0.001
"1264",1264,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,NA,13,13,199,70,NA,30,3,6,2,157,NA,22,4,21,3,896,7,30,NA,337,NA,NA,0.007,0.007,0.11,0.039,NA,0.017,0.002,0.003,0.001,0.087,NA,0.012,0.002,0.012,0.002,0.494,0.004,0.017,NA,0.186,NA
"1265",1265,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,NA,923,NA,1,NA,NA,NA,NA,4,NA,1,NA,4,NA,NA,NA,35,NA,1,1,5,NA,NA,0.947,NA,0.001,NA,NA,NA,NA,0.004,NA,0.001,NA,0.004,NA,NA,NA,0.036,NA,0.001,0.001,0.005,NA
"1266",1266,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,3,4,50,304,NA,61,NA,1,4,91,NA,18,1,60,5,1388,40,29,9,243,2,0.002,0.001,0.002,0.022,0.131,NA,0.026,NA,0,0.002,0.039,NA,0.008,0,0.026,0.002,0.599,0.017,0.013,0.004,0.105,0.001
"1267",1267,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,NA,1,NA,10,26,1,1,NA,2,1,195,NA,1,8,2,4,423,27,NA,NA,226,NA,NA,0.001,NA,0.011,0.028,0.001,0.001,NA,0.002,0.001,0.21,NA,0.001,0.009,0.002,0.004,0.456,0.029,NA,NA,0.244,NA
"1268",1268,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,4,4,9,9,435,NA,54,4,7,5,149,3,32,17,7,3,1291,NA,130,1,411,NA,0.002,0.002,0.003,0.003,0.169,NA,0.021,0.002,0.003,0.002,0.058,0.001,0.012,0.007,0.003,0.001,0.501,NA,0.05,0,0.16,NA
"1269",1269,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,NA,NA,NA,3,119,NA,32,NA,23,1,151,14,7,NA,NA,26,658,1,2,2,48,NA,NA,NA,NA,0.003,0.109,NA,0.029,NA,0.021,0.001,0.139,0.013,0.006,NA,NA,0.024,0.605,0.001,0.002,0.002,0.044,NA
"1270",1270,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,4,218,NA,414,216,NA,3,3,10,2,47,NA,36,1,3,NA,906,2,11,6,111,NA,0.002,0.109,NA,0.208,0.108,NA,0.002,0.002,0.005,0.001,0.024,NA,0.018,0.001,0.002,NA,0.455,0.001,0.006,0.003,0.056,NA
"1271",1271,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,3,1,82,15,NA,NA,1,NA,17,36,1,8,NA,1,4,310,2,36,7,23,NA,NA,0.005,0.002,0.15,0.027,NA,NA,0.002,NA,0.031,0.066,0.002,0.015,NA,0.002,0.007,0.567,0.004,0.066,0.013,0.042,NA
"1272",1272,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,6,NA,7,244,NA,5,2,NA,9,1221,NA,28,10,1,1,554,10,1,6,272,NA,0,0.003,NA,0.003,0.103,NA,0.002,0.001,NA,0.004,0.513,NA,0.012,0.004,0,0,0.233,0.004,0,0.003,0.114,NA
"1273",1273,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,NA,256,NA,2,14,NA,4,NA,NA,NA,6,1,14,3,1,NA,381,2,10,NA,13,4,NA,0.36,NA,0.003,0.02,NA,0.006,NA,NA,NA,0.008,0.001,0.02,0.004,0.001,NA,0.536,0.003,0.014,NA,0.018,0.006
"1274",1274,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4,NA,8,262,197,1,53,5,22,91,3095,NA,129,6,NA,24,2338,83,187,19,1123,NA,0.001,NA,0.001,0.034,0.026,0,0.007,0.001,0.003,0.012,0.405,NA,0.017,0.001,NA,0.003,0.306,0.011,0.024,0.002,0.147,NA
"1275",1275,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,4,151,87,NA,100,32,5,13,134,NA,33,2,3,14,1153,72,30,7,119,1,0.001,0.001,0.002,0.077,0.044,NA,0.051,0.016,0.003,0.007,0.068,NA,0.017,0.001,0.002,0.007,0.587,0.037,0.015,0.004,0.061,0.001
"1276",1276,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,2,19,103,NA,12,2,9,70,1029,NA,19,5,2,11,788,7,26,19,112,NA,NA,NA,0.001,0.009,0.046,NA,0.005,0.001,0.004,0.031,0.46,NA,0.009,0.002,0.001,0.005,0.353,0.003,0.012,0.009,0.05,NA
"1277",1277,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,76,3,51,41,1,6,1,NA,10,1257,1,20,1,1,1,788,12,83,2,138,NA,NA,0.03,0.001,0.02,0.016,0,0.002,0,NA,0.004,0.504,0,0.008,0,0,0,0.316,0.005,0.033,0.001,0.055,NA
"1278",1278,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,NA,1,NA,48,171,NA,25,NA,NA,22,776,NA,9,2,1,NA,3262,15,3,4,121,NA,NA,0,NA,0.011,0.038,NA,0.006,NA,NA,0.005,0.174,NA,0.002,0,0,NA,0.731,0.003,0.001,0.001,0.027,NA
"1279",1279,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,3,501,NA,3,167,NA,1,17,NA,NA,35,1,85,NA,NA,1,953,6,1,2,119,NA,0.002,0.264,NA,0.002,0.088,NA,0.001,0.009,NA,NA,0.018,0.001,0.045,NA,NA,0.001,0.503,0.003,0.001,0.001,0.063,NA
"1280",1280,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,NA,NA,147,209,NA,1,NA,14,NA,8,2,241,NA,NA,NA,417,7,4,NA,24,NA,0.001,NA,NA,0.137,0.194,NA,0.001,NA,0.013,NA,0.007,0.002,0.224,NA,NA,NA,0.388,0.007,0.004,NA,0.022,NA
"1281",1281,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,NA,13,655,992,NA,19,4,7,54,440,NA,77,16,4,32,1720,8,65,5,40,2,0.001,NA,0.003,0.158,0.239,NA,0.005,0.001,0.002,0.013,0.106,NA,0.019,0.004,0.001,0.008,0.414,0.002,0.016,0.001,0.01,0
"1282",1282,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,382,442,NA,15,NA,2,NA,25,NA,2,NA,6,NA,1174,1,12,3,56,NA,0,0,0,0.18,0.208,NA,0.007,NA,0.001,NA,0.012,NA,0.001,NA,0.003,NA,0.553,0,0.006,0.001,0.026,NA
"1283",1283,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,47,12,6,72,587,1,115,2,2,6,168,NA,73,4,16,11,2029,15,13,8,771,NA,0.012,0.003,0.002,0.018,0.148,0,0.029,0.001,0.001,0.002,0.042,NA,0.018,0.001,0.004,0.003,0.513,0.004,0.003,0.002,0.195,NA
"1284",1284,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,2,NA,2,18,280,NA,103,10,4,NA,20,NA,14,9,16,1,1177,NA,103,5,197,NA,0.001,NA,0.001,0.009,0.143,NA,0.053,0.005,0.002,NA,0.01,NA,0.007,0.005,0.008,0.001,0.6,NA,0.053,0.003,0.1,NA
"1285",1285,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,135,5,59,154,1,46,2,2,3,73,1,176,NA,1,1,911,8,50,1,175,NA,0.001,0.075,0.003,0.033,0.085,0.001,0.025,0.001,0.001,0.002,0.04,0.001,0.098,NA,0.001,0.001,0.505,0.004,0.028,0.001,0.097,NA
"1286",1286,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,NA,NA,36,283,NA,1,NA,28,3,474,3,39,24,1,5,1183,12,16,6,402,NA,0.004,NA,NA,0.014,0.112,NA,0,NA,0.011,0.001,0.188,0.001,0.015,0.01,0,0.002,0.468,0.005,0.006,0.002,0.159,NA
"1287",1287,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,4,1,46,178,NA,19,2,5,13,477,NA,22,13,4,6,603,4,6,1,155,NA,0.001,0.003,0.001,0.029,0.114,NA,0.012,0.001,0.003,0.008,0.306,NA,0.014,0.008,0.003,0.004,0.387,0.003,0.004,0.001,0.099,NA
"1288",1288,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,311,NA,8,44,NA,NA,NA,6,2,50,NA,27,2,29,2,352,2,4,5,67,NA,NA,0.341,NA,0.009,0.048,NA,NA,NA,0.007,0.002,0.055,NA,0.03,0.002,0.032,0.002,0.386,0.002,0.004,0.005,0.074,NA
"1289",1289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,3,3,35,889,1,13,7,31,48,844,2,841,27,13,10,3037,8,13,5,1651,NA,0.003,0,0,0.005,0.119,0,0.002,0.001,0.004,0.006,0.113,0,0.112,0.004,0.002,0.001,0.405,0.001,0.002,0.001,0.22,NA
"1290",1290,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,150,1,35,32,1,NA,NA,1,8,283,NA,72,4,3,5,741,3,14,6,92,NA,0.001,0.103,0.001,0.024,0.022,0.001,NA,NA,0.001,0.006,0.195,NA,0.05,0.003,0.002,0.003,0.51,0.002,0.01,0.004,0.063,NA
"1291",1291,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,3,NA,1,4,20,1,11,NA,5,NA,19,NA,7,58,3,NA,483,NA,3,3,144,NA,0.004,NA,0.001,0.005,0.026,0.001,0.014,NA,0.007,NA,0.025,NA,0.009,0.076,0.004,NA,0.631,NA,0.004,0.004,0.188,NA
"1292",1292,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,38,2,574,178,NA,45,1,7,5,1188,NA,67,3,17,102,2368,42,47,4,713,NA,0,0.007,0,0.106,0.033,NA,0.008,0,0.001,0.001,0.22,NA,0.012,0.001,0.003,0.019,0.438,0.008,0.009,0.001,0.132,NA
"1293",1293,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,NA,21,21,245,1,5,1,1,42,304,NA,39,NA,13,17,913,3,24,9,326,NA,0.001,NA,0.011,0.011,0.123,0.001,0.003,0.001,0.001,0.021,0.153,NA,0.02,NA,0.007,0.009,0.46,0.002,0.012,0.005,0.164,NA
"1294",1294,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,1,19,NA,NA,21,2,NA,5,NA,154,NA,1,NA,648,NA,1,NA,276,NA,0.001,NA,NA,0.001,0.017,NA,NA,0.019,0.002,NA,0.004,NA,0.136,NA,0.001,NA,0.574,NA,0.001,NA,0.244,NA
"1295",1295,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,13,128,2,11,NA,10,44,3024,2,22,14,10,51,933,15,11,13,246,NA,0,0,0,0.003,0.028,0,0.002,NA,0.002,0.01,0.664,0,0.005,0.003,0.002,0.011,0.205,0.003,0.002,0.003,0.054,NA
"1296",1296,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,3,62,158,2,18,NA,5,6,356,1,23,296,7,15,926,7,4,7,199,NA,0.002,0.002,0.001,0.029,0.075,0.001,0.009,NA,0.002,0.003,0.169,0,0.011,0.141,0.003,0.007,0.44,0.003,0.002,0.003,0.095,NA
"1297",1297,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,280,75,NA,5,9,1,8,537,NA,8,23,NA,1,924,220,44,1,145,NA,NA,NA,NA,0.123,0.033,NA,0.002,0.004,0,0.004,0.235,NA,0.004,0.01,NA,0,0.405,0.096,0.019,0,0.064,NA
"1298",1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24,8,3,315,1610,2,5,2,30,13,1500,6,158,6,12,4,3041,7,34,29,357,NA,0.003,0.001,0,0.044,0.225,0,0.001,0,0.004,0.002,0.209,0.001,0.022,0.001,0.002,0.001,0.424,0.001,0.005,0.004,0.05,NA
"1299",1299,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,160,5,31,74,NA,NA,6,5,29,80,1,13,5,1,1,503,5,12,4,212,NA,0.004,0.139,0.004,0.027,0.064,NA,NA,0.005,0.004,0.025,0.069,0.001,0.011,0.004,0.001,0.001,0.437,0.004,0.01,0.003,0.184,NA
"1300",1300,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,2,NA,7,49,NA,1,2,12,2,306,NA,20,13,1,7,674,8,3,9,121,NA,0.002,0.002,NA,0.006,0.04,NA,0.001,0.002,0.01,0.002,0.247,NA,0.016,0.01,0.001,0.006,0.544,0.006,0.002,0.007,0.098,NA
"1301",1301,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,4,115,1,25,284,NA,3,1,5,4,204,NA,2,NA,NA,NA,753,18,1,4,27,NA,0.003,0.079,0.001,0.017,0.196,NA,0.002,0.001,0.003,0.003,0.141,NA,0.001,NA,NA,NA,0.519,0.012,0.001,0.003,0.019,NA
"1302",1302,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,8,379,NA,2,55,1,1,8,8,42,13,1,NA,1824,4,50,5,201,NA,0,0.001,0,0.003,0.145,NA,0.001,0.021,0,0,0.003,0.003,0.016,0.005,0,NA,0.7,0.002,0.019,0.002,0.077,NA
"1303",1303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,11,14,11,187,1,9,52,3,19,361,1,32,7,18,3,717,5,12,4,164,NA,0.008,0.007,0.009,0.007,0.114,0.001,0.005,0.032,0.002,0.012,0.22,0.001,0.019,0.004,0.011,0.002,0.436,0.003,0.007,0.002,0.1,NA
"1304",1304,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,3,3,NA,292,122,NA,6,18,4,NA,31,NA,43,5,2,NA,936,1,164,1,297,NA,0.002,0.002,NA,0.151,0.063,NA,0.003,0.009,0.002,NA,0.016,NA,0.022,0.003,0.001,NA,0.485,0.001,0.085,0.001,0.154,NA
"1305",1305,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,49,8,2,50,596,1,32,NA,11,42,522,NA,36,10,10,6,3226,2,19,19,1041,NA,0.009,0.001,0,0.009,0.105,0,0.006,NA,0.002,0.007,0.092,NA,0.006,0.002,0.002,0.001,0.568,0,0.003,0.003,0.183,NA
"1306",1306,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,4,11,31,289,NA,34,NA,2,11,25,NA,87,6,84,2,1653,6,182,6,384,6,0.001,0.001,0.004,0.011,0.102,NA,0.012,NA,0.001,0.004,0.009,NA,0.031,0.002,0.03,0.001,0.585,0.002,0.064,0.002,0.136,0.002
"1307",1307,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,NA,3,26,127,NA,13,NA,9,2,26,NA,9,5,NA,1,920,3,44,3,227,1,NA,NA,0.002,0.018,0.089,NA,0.009,NA,0.006,0.001,0.018,NA,0.006,0.004,NA,0.001,0.648,0.002,0.031,0.002,0.16,0.001
